age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,study_hours_bin
-0.20718780859021937,2,2,1.2703952783484338,-0.1283061452159106,1,-1.3905863042403674,1,1,medium,moderate,49.2,High
-0.20718780859021937,2,2,1.4176926832656978,0.8033081528253114,1,-0.4090883481136263,2,2,high,easy,97.5,High
-1.0826909084855083,1,1,0.7678511909836511,-0.22667535681032547,1,-1.101910434791326,1,4,high,easy,81.8,High
-1.5204424584331528,2,5,0.7245284248315144,-1.3666009264632486,1,-1.6792621736894089,1,4,high,moderate,65.6,High
0.2305637413574251,0,3,-0.02495542960044588,-0.006791236775750785,0,-0.29361800033400964,2,3,high,hard,71.1,Medium
1.5438183912003585,0,3,-1.4676035424665894,1.5786889971577562,1,-1.3905863042403674,1,1,high,easy,60.3,Low
-1.5204424584331528,2,0,1.6906261100241573,-0.7879585053196326,1,-1.101910434791326,0,3,high,moderate,81.3,High
1.106066841252714,0,1,-1.6842173732272718,-1.5517665012292052,0,-0.6977642175626678,0,3,medium,hard,37.3,Low
1.106066841252714,1,5,-0.02062315298523233,0.838026698093928,1,-0.17814765255439297,2,1,low,hard,52.0,Medium
-0.6449393585378639,0,2,-0.46251536773702406,-0.1572382662730914,1,-0.9287049131219007,0,0,high,easy,58.9,Medium
0.6683152913050695,2,4,0.9541390854378377,-0.5738608094964945,1,1.5539075641398554,0,3,low,easy,65.8,High
-1.0826909084855083,2,6,0.815506233751001,-0.04150978204436823,1,1.4384372163602392,0,2,medium,moderate,67.6,High
1.106066841252714,1,6,0.4385981682274138,1.4918926339862137,1,-0.8709697392320926,2,0,high,hard,99.3,Medium
0.6683152913050695,2,0,-1.476268095697017,-0.8689684442797387,1,-0.17814765255439297,1,3,high,easy,33.6,Low
-0.6449393585378639,1,5,-0.9174044123344568,-1.0425611706228235,1,0.3414689124538814,2,1,medium,moderate,35.5,Low
-1.5204424584331528,2,1,-1.4112839464688123,0.11472367166440822,1,-1.101910434791326,0,1,medium,moderate,42.8,Low
1.5438183912003585,1,1,1.655967897102448,-0.1283061452159106,1,0.45693926023349807,1,0,high,easy,100.0,High
-0.20718780859021937,1,0,-1.2943124778580437,-1.2161538969659083,1,-0.29361800033400964,1,1,high,easy,50.4,Low
1.5438183912003585,2,2,1.6169774075655254,0.2767435495846205,1,-1.6215269997996002,1,3,high,moderate,74.0,High
0.6683152913050695,0,1,-1.3462997972406074,0.2593842769503122,1,-0.8709697392320926,2,2,high,moderate,30.9,Low
1.106066841252714,1,5,1.2530661718875793,0.3635399127561629,1,-1.101910434791326,2,2,low,moderate,75.9,High
1.106066841252714,1,5,0.25664255038844075,-0.30189887155899536,1,1.0920261730213896,2,2,low,easy,75.3,Medium
-1.0826909084855083,1,0,1.1447592565072382,-0.730094263205271,1,-0.004942130884968174,1,1,low,hard,88.7,High
-0.6449393585378639,1,0,0.46025955130348234,-0.5970065063422392,1,-1.101910434791326,1,1,low,moderate,73.6,Medium
-0.20718780859021937,2,0,0.928145425746556,1.1620664539343526,1,0.2259985646742652,2,4,high,moderate,76.8,High
-0.20718780859021937,1,2,0.7981771272901463,0.43297700329339694,0,-0.23588282644420155,0,3,low,moderate,64.9,High
-1.5204424584331528,1,1,-0.8350911566453975,-0.35397668946192073,1,-0.23588282644420155,1,2,high,easy,47.2,Low
0.2305637413574251,2,6,1.5043382155699707,0.39247203381334367,1,-1.0441752609015174,2,1,low,hard,78.1,High
-1.0826909084855083,2,4,0.4949177642251915,-0.5217829915935692,1,0.45693926023349807,0,2,medium,moderate,77.8,Medium
0.6683152913050695,1,4,-1.034375880945225,1.2604356655287674,0,1.0920261730213896,0,2,high,moderate,66.9,Low
0.6683152913050695,0,1,-0.6747969218824925,0.791735304402439,0,-0.06267730477477626,1,4,medium,moderate,70.5,Low
1.5438183912003585,0,5,0.10934514547117692,-1.3839601990975567,1,-1.2173807825709422,0,3,medium,moderate,57.2,Medium
0.6683152913050695,0,1,1.3180503211157837,-1.5401936528063334,1,-0.8132345653422846,0,2,medium,moderate,75.5,High
-0.6449393585378639,1,6,1.023455511281256,-1.6212035917664394,1,-0.6400290436728592,1,4,low,easy,62.8,High
1.5438183912003585,2,3,-0.6877937517281336,-1.6385628644007477,1,1.322966868580623,0,3,high,moderate,31.7,Low
-0.20718780859021937,2,0,0.6508797223728825,-0.012577660987187437,1,0.39920408634369,1,4,low,hard,70.3,High
-0.6449393585378639,2,5,-1.7015464796881263,-1.1062118369486214,1,1.4961723902500472,2,2,low,moderate,19.599,Low
1.5438183912003585,2,0,-0.583819112963006,0.6065697296364817,1,-0.6400290436728592,0,2,low,moderate,54.0,Low
-0.6449393585378639,1,1,1.1750851928137334,-0.05886905467867654,1,1.265231694690814,1,4,high,moderate,61.0,High
-1.5204424584331528,0,4,-1.2119992221689846,-1.4128923201547376,1,1.0342909991315816,0,3,medium,moderate,35.1,Low
-0.20718780859021937,2,5,-0.5101704105043741,-1.7022135307265456,1,1.5539075641398554,1,2,low,easy,57.5,Medium
1.106066841252714,0,4,-1.7015464796881263,-1.6096307433435668,0,-0.8709697392320926,1,0,high,easy,26.4,Low
-1.0826909084855083,2,3,-1.6538914369207762,0.11472367166440822,1,1.5539075641398554,2,4,high,moderate,45.3,Low
-0.20718780859021937,0,0,-1.229328328629839,0.29988924643036546,0,0.5724096080131148,1,3,high,easy,46.9,Low
-1.0826909084855083,2,0,-1.3852902867775303,-0.5102101431706968,1,0.8033503035723482,2,4,medium,hard,37.1,Low
0.6683152913050695,2,6,-0.03795225944608692,-1.464970138057663,1,-1.101910434791326,0,2,high,moderate,54.0,Medium
-0.20718780859021937,0,0,1.3830344703439885,1.509251906620522,1,-0.9864400870117093,2,2,low,moderate,78.8,High
-0.6449393585378639,2,6,-1.4416098827753077,-0.33083099261617616,1,1.6693779119194725,2,2,low,moderate,49.9,Low
-1.0826909084855083,0,1,1.279059831578861,-0.24403462944463378,1,0.9765558252417724,2,3,low,hard,76.9,High
0.2305637413574251,1,1,0.5815632965294641,-0.4118409315762823,1,1.322966868580623,0,3,high,moderate,54.4,High
0.6683152913050695,0,0,-1.1513473495559934,-1.5286208043834608,1,-0.8132345653422846,2,0,medium,moderate,28.3,Low
1.5438183912003585,2,2,-0.7311165178802701,0.7280846380766407,1,-0.004942130884968174,1,4,medium,moderate,53.1,Low
-0.20718780859021937,1,6,-1.0647018172517206,0.5718511843678651,1,0.11052821689464852,1,2,high,moderate,75.6,Low
-1.0826909084855083,1,0,0.9974618515899739,-1.164076079062983,0,-0.8132345653422846,0,1,low,hard,57.5,High
1.106066841252714,0,2,0.7765157442140782,-0.805317777953941,1,-1.2173807825709422,0,2,high,moderate,59.8,High
0.6683152913050695,0,4,-0.6791291984977063,0.16101506535589732,1,-1.101910434791326,1,1,medium,easy,51.3,Low
0.6683152913050695,0,6,-1.5499167981556488,-0.42920020421059063,1,-0.6400290436728592,0,4,low,moderate,23.9,Low
-1.5204424584331528,0,6,-1.1513473495559934,1.7002039055979161,1,-0.29361800033400964,2,1,high,moderate,48.1,Low
-0.6449393585378639,0,2,0.4472627214578413,-0.012577660987187437,1,-1.6792621736894089,0,4,high,easy,65.3,Medium
1.106066841252714,1,5,-1.4242807763144532,1.3240863318545657,1,-0.06267730477477626,1,3,low,moderate,56.6,Low
1.106066841252714,1,0,0.12234197531681797,-1.0252018979885151,1,0.11052821689464852,1,0,high,easy,79.5,Medium
-0.20718780859021937,2,5,0.3866108488448504,0.19573361062451478,1,-0.06267730477477626,2,4,high,easy,79.9,Medium
1.106066841252714,0,4,0.646547445757669,-0.6201522031879841,0,0.3414689124538814,0,4,low,hard,65.8,High
1.106066841252714,2,5,-1.302977031088471,1.509251906620522,1,-1.4483214781301756,1,4,high,moderate,61.1,Low
-0.20718780859021937,0,5,-0.1419268982112143,0.17837433799020563,1,1.322966868580623,1,3,low,easy,65.8,Medium
1.5438183912003585,1,6,-0.12893006836557344,0.5313462148878119,0,-0.9287049131219007,0,3,low,easy,49.0,Medium
-0.6449393585378639,0,1,1.1577560863528789,-1.4707565622690992,1,-0.23588282644420155,0,1,high,moderate,66.3,High
-1.0826909084855083,2,5,-0.11160096190471884,-0.04150978204436823,1,1.2074965208010058,1,2,high,moderate,63.9,Medium
0.6683152913050695,2,2,-0.32821479266540105,0.2767435495846205,1,0.7456151296825401,2,0,high,easy,49.5,Medium
0.6683152913050695,1,6,-1.3073093077036846,-0.730094263205271,1,0.7456151296825401,2,3,medium,moderate,40.0,Low
-1.0826909084855083,2,4,0.6725411054489506,0.8148810012481831,1,1.0342909991315816,2,2,medium,easy,78.7,High
1.106066841252714,0,1,0.4126045085361321,-0.11673329679303814,1,1.6116427380296645,1,4,medium,easy,61.4,Medium
-1.0826909084855083,1,0,0.7505220845227965,0.21309288325882308,0,-1.6215269997996002,2,3,high,moderate,69.6,High
1.106066841252714,0,6,0.5382405303773278,-0.48127802211351595,1,1.6693779119194725,2,0,low,moderate,71.9,Medium
-1.5204424584331528,1,4,1.2963889380397156,0.6123561538479175,1,1.4961723902500472,2,1,medium,moderate,88.5,High
1.106066841252714,1,1,1.3050534912701428,-1.3781737748861205,1,-1.2173807825709422,1,3,low,moderate,63.8,High
1.106066841252714,2,5,-0.670464645267279,0.022140884281430007,1,-0.6977642175626678,2,2,low,hard,37.1,Low
1.106066841252714,2,5,-1.1036923067886435,1.3703777255460547,1,0.5724096080131148,2,2,high,hard,51.1,Low
0.6683152913050695,0,2,1.4740122792634751,-0.9210462621826642,1,1.322966868580623,0,0,low,hard,91.3,High
-0.20718780859021937,2,1,0.733192978061942,1.2777949381630758,1,0.1682633907844566,2,0,high,moderate,95.2,High
0.6683152913050695,2,5,1.629974237411166,1.3356591802774374,1,0.05279304300483992,2,1,low,easy,74.3,High
-0.6449393585378639,0,0,-0.011958599754805033,-0.9384055348169729,0,-1.3328511303505588,1,2,high,easy,64.0,Medium
1.106066841252714,1,2,1.5996483011046707,-1.4591837138462271,1,0.7456151296825401,0,2,high,moderate,79.6,High
0.2305637413574251,0,4,-1.3116415843188984,0.9190366370540346,1,-0.004942130884968174,1,0,low,easy,51.8,Low
-0.20718780859021937,1,6,0.30862986977100454,1.5902618455806288,1,-1.3905863042403674,1,4,low,moderate,74.4,Medium
0.2305637413574251,2,3,-0.016290876370018584,-0.8516091716454305,1,1.4384372163602392,1,1,high,easy,69.9,Medium
0.2305637413574251,0,6,-1.7015464796881263,1.4340283918718522,1,-0.9287049131219007,2,0,high,moderate,26.5,Low
-1.5204424584331528,2,2,-1.0690340938669343,-1.0136290495656428,1,0.11052821689464852,0,2,medium,moderate,45.5,Low
-1.0826909084855083,2,4,-1.2033346689385573,-0.4870644463249522,1,1.1497613469111978,2,2,medium,easy,57.0,Low
-1.0826909084855083,0,4,-1.5239231384643668,1.341445604488874,1,0.5724096080131148,1,4,medium,easy,52.8,Low
-1.5204424584331528,2,6,1.5519932583373206,-0.6838028695137816,1,-0.9287049131219007,0,2,medium,moderate,93.1,High
-0.20718780859021937,2,3,1.608312854335098,0.8843180917854172,1,1.6693779119194725,1,1,medium,moderate,100.0,High
0.6683152913050695,2,5,1.352708534037493,-1.2277267453887808,1,-1.3905863042403674,2,4,medium,moderate,81.6,High
0.6683152913050695,1,1,1.6906261100241573,-0.42341377999915436,1,1.0342909991315816,2,2,high,moderate,100.0,High
-0.20718780859021937,0,2,1.1447592565072382,1.5266111792548314,1,-0.12041247866458486,0,2,low,moderate,100.0,High
1.106066841252714,2,5,1.4956736623395432,-0.949978383239845,1,-1.5060566520199836,2,2,medium,moderate,76.9,High
0.2305637413574251,2,2,-1.0517049874060798,0.6991525170194599,1,-0.8709697392320926,1,1,low,hard,51.9,Low
-1.5204424584331528,0,6,-0.8437557098758247,1.4571740887175972,1,-1.4483214781301756,1,0,low,moderate,51.0,Low
1.106066841252714,1,2,1.2530661718875793,0.9884737275912678,1,-1.0441752609015174,0,3,high,hard,71.1,High
0.2305637413574251,1,4,-0.07261047236779611,1.555543300312012,1,1.322966868580623,1,3,low,moderate,86.9,Medium
0.6683152913050695,0,3,0.7505220845227965,1.538184027677703,1,-0.6977642175626678,2,4,high,moderate,67.4,High
0.2305637413574251,0,4,0.2133197842363045,-1.343455229617504,1,0.39920408634369,1,2,low,moderate,76.3,Medium
0.2305637413574251,2,4,-0.6747969218824925,0.3519670643332904,1,-1.0441752609015174,2,4,high,easy,40.7,Low
-1.5204424584331528,1,3,-0.7484456243411247,-0.25560747786750626,1,-0.8709697392320926,2,4,medium,moderate,19.599,Low
0.2305637413574251,0,3,0.8588289999031375,0.6355018506936625,1,-0.524558695893243,1,1,medium,hard,71.9,High
1.106066841252714,1,3,0.10934514547117692,0.8438131223053639,1,1.5539075641398554,0,3,medium,moderate,56.6,Medium
-0.6449393585378639,2,4,-0.48850902742830593,-0.8863277169140471,1,-0.9864400870117093,0,0,low,moderate,64.9,Medium
0.2305637413574251,1,4,0.40393995530570503,1.0405515454941936,1,0.5146744341233067,2,2,low,easy,65.6,Medium
-1.5204424584331528,1,3,-0.28055974989805105,-0.31347171998186785,0,-0.4668235220034344,2,2,medium,moderate,49.0,Medium
-0.6449393585378639,1,0,-0.0899395788286507,0.5429190633106843,1,-1.2173807825709422,1,4,low,easy,53.7,Medium
-0.20718780859021937,1,2,0.6118892328359598,-0.24982105365606963,1,0.1682633907844566,1,2,low,moderate,72.2,High
1.5438183912003585,0,5,-0.15059145144164157,-0.5333558400164418,0,-0.4668235220034344,1,3,high,easy,65.4,Medium
-1.0826909084855083,0,1,1.556325534952534,0.6702203959622791,1,1.265231694690814,1,4,low,moderate,83.3,High
-0.6449393585378639,0,3,-0.055281365906941514,0.14365579272158902,0,1.4961723902500472,2,4,medium,easy,41.8,Medium
-0.20718780859021937,2,6,1.5953160244894573,1.225717120260151,1,0.2259985646742652,0,4,low,hard,69.4,High
1.5438183912003585,0,5,1.2010788525050156,0.9942601518027046,1,-0.6977642175626678,0,3,high,moderate,75.4,High
1.106066841252714,1,0,1.352708534037493,1.2777949381630758,1,0.11052821689464852,2,2,low,hard,66.9,High
-1.5204424584331528,0,3,0.9108163192857014,0.9190366370540346,0,1.322966868580623,1,1,high,easy,100.0,High
-1.0826909084855083,2,0,0.36061718915356833,1.4456012402947247,1,0.5724096080131148,0,3,medium,easy,70.7,Medium
1.106066841252714,0,4,0.10934514547117692,-1.1930082001201638,1,-1.4483214781301756,0,1,medium,easy,34.3,Medium
-1.5204424584331528,1,1,0.17432929469938174,0.4850548211963227,1,-1.5060566520199836,1,0,high,hard,83.7,Medium
1.106066841252714,2,6,-1.0387081575604387,-1.4533972896347909,1,-1.2173807825709422,2,2,high,easy,29.2,Low
-0.6449393585378639,2,6,-0.9910531147930888,-0.0010048125643149553,1,0.2259985646742652,1,4,medium,easy,60.9,Low
1.5438183912003585,1,0,-1.619233223999067,1.2546492413173316,1,-1.159645608681134,0,1,medium,moderate,36.3,Low
-0.6449393585378639,0,1,0.8458321700574966,0.7801624559795665,1,-0.8709697392320926,0,4,medium,moderate,69.1,High
-0.20718780859021937,0,3,-1.302977031088471,0.288316398007493,1,0.11052821689464852,0,1,low,moderate,63.5,Low
0.6683152913050695,1,4,0.28263621007972284,0.6702203959622791,1,0.2259985646742652,0,0,high,easy,82.6,Medium
-1.0826909084855083,1,4,-1.2596542649363345,-1.1351439580058023,1,1.0920261730213896,0,3,medium,hard,38.8,Low
0.2305637413574251,2,2,-1.5065940320035123,1.4918926339862137,0,-0.23588282644420155,0,2,high,easy,56.9,Low
0.2305637413574251,0,4,0.11367742208639048,-1.0020562011427703,1,0.9765558252417724,2,4,medium,moderate,45.7,Medium
1.106066841252714,2,2,1.2877243848092885,-1.1582896548515467,1,-1.4483214781301756,0,3,high,moderate,92.0,High
1.5438183912003585,0,0,-0.5015058572739468,-1.2508724422345254,1,0.1682633907844566,2,2,low,moderate,32.1,Medium
0.6683152913050695,0,5,1.448018619572193,1.5150383308319588,1,-0.23588282644420155,0,0,medium,hard,100.0,High
-0.20718780859021937,2,6,-1.7015464796881263,-0.13409256942734643,1,1.4384372163602392,1,3,medium,easy,40.8,Low
-0.20718780859021937,1,4,-0.12026551513514615,0.11472367166440822,1,0.7456151296825401,1,2,high,hard,69.5,Medium
-0.20718780859021937,0,1,-1.229328328629839,-0.42341377999915436,1,0.6301447819029229,2,2,high,moderate,39.0,Low
1.106066841252714,1,4,-0.6401387089607835,-1.644349288612184,0,1.380702042470431,0,4,medium,easy,23.5,Low
-0.6449393585378639,1,2,-1.6538914369207762,-1.5054751075377162,1,-0.8709697392320926,2,3,low,easy,19.599,Low
-1.0826909084855083,2,1,-1.6149009473838534,-1.6848542580922372,0,0.8610854774621562,1,4,high,easy,46.0,Low
-0.6449393585378639,1,2,0.733192978061942,0.13208294429871653,1,1.265231694690814,2,4,medium,moderate,67.9,High
-1.5204424584331528,0,6,0.5339082537621143,-1.0657068674685681,1,1.6693779119194725,2,1,high,moderate,54.0,Medium
-1.5204424584331528,0,0,-1.012714497869157,-0.34240384103904864,1,-0.23588282644420155,1,4,medium,moderate,53.5,Low
-1.5204424584331528,2,3,1.3873667469592021,-0.1398789936387831,1,0.5724096080131148,0,4,medium,easy,77.8,High
1.106066841252714,0,5,0.646547445757669,0.11472367166440822,1,-1.101910434791326,2,0,medium,moderate,68.1,High
0.6683152913050695,2,6,-0.5708222831173652,1.3645913013346183,0,0.2259985646742652,2,0,medium,moderate,49.0,Low
0.6683152913050695,2,6,-0.32388251605018753,-1.5864850464978224,1,-0.17814765255439297,0,0,high,moderate,52.2,Medium
-0.20718780859021937,2,1,-0.7224519646498427,-0.018364085198623266,1,-1.2751159564607508,1,1,high,moderate,55.4,Low
0.6683152913050695,2,0,1.1404269798920244,-1.279804563291706,1,1.4384372163602392,2,3,high,easy,69.4,High
-1.0826909084855083,1,0,-0.02495542960044588,1.4803197855633414,1,1.380702042470431,1,4,low,moderate,80.7,Medium
1.5438183912003585,1,5,-1.268318818166762,1.4456012402947247,1,1.6116427380296645,2,1,medium,moderate,32.0,Low
0.2305637413574251,0,0,-1.0387081575604387,-1.2508724422345254,1,-1.101910434791326,1,4,high,moderate,34.3,Low
1.5438183912003585,0,1,-0.7094551348042017,-1.3318823811946314,1,-1.6792621736894089,0,1,medium,moderate,35.4,Low
-1.0826909084855083,2,5,-0.33687934589582835,-1.355028078040376,1,0.8610854774621562,1,4,medium,easy,57.8,Medium
-0.20718780859021937,2,3,0.31729442300143207,-1.3955330475204293,1,-0.8132345653422846,0,3,low,easy,50.4,Medium
0.6683152913050695,1,5,1.6039805777198843,-1.1872217759087276,1,0.45693926023349807,0,0,high,moderate,87.2,High
-0.20718780859021937,1,0,-0.8264266034149701,-1.1987946243316,1,0.11052821689464852,0,0,low,hard,56.6,Low
-0.20718780859021937,1,3,-0.596815942808647,-1.1698625032744192,1,0.2837337385640733,1,3,high,moderate,91.6,Low
-1.0826909084855083,0,2,-1.6538914369207762,-1.2219403211773445,1,-0.004942130884968174,2,1,medium,easy,23.7,Low
-0.20718780859021937,0,2,-0.44518626127616945,-0.42341377999915436,1,-1.6792621736894089,0,4,low,hard,56.5,Medium
-1.0826909084855083,1,2,0.6032246796055326,-0.8573955958568663,1,-0.8132345653422846,0,1,low,easy,76.1,High
-0.6449393585378639,2,1,1.5996483011046707,-0.2903260231361229,1,1.4384372163602392,2,3,medium,easy,73.1,High
0.6683152913050695,1,0,0.8285030635966419,1.3645913013346183,1,-0.29361800033400964,2,4,medium,moderate,74.8,High
0.6683152913050695,0,2,-1.328970690779753,-0.515996567382133,1,-0.6400290436728592,1,4,medium,easy,21.4,Low
0.2305637413574251,2,1,1.3483762574222793,-0.7416671116281431,1,-1.6792621736894089,2,2,high,moderate,69.5,High
-0.6449393585378639,1,5,1.17075291619852,1.4398148160832889,1,-0.4668235220034344,2,0,low,easy,90.0,High
1.5438183912003585,2,5,-1.0820309237125754,-0.6201522031879841,1,-0.9864400870117093,1,2,medium,easy,44.3,Low
-1.5204424584331528,2,0,1.5000059389547569,-1.314523108560323,1,0.05279304300483992,2,1,low,moderate,66.6,High
-0.6449393585378639,2,6,0.7375252546771555,0.409831306447652,1,0.687879955792731,0,3,high,easy,83.5,High
-1.5204424584331528,1,2,0.9758004685139058,-0.7590263842624518,0,-1.5060566520199836,0,4,high,easy,70.9,High
-0.6449393585378639,0,2,-0.14625917482642803,0.06843227797291912,1,0.7456151296825401,1,2,low,easy,67.9,Medium
1.5438183912003585,1,0,-1.0387081575604387,0.9306094854769063,1,-1.6792621736894089,2,3,medium,hard,44.7,Low
-0.6449393585378639,0,1,1.032120064511683,0.22466573168169557,1,0.6301447819029229,2,2,high,moderate,84.0,High
1.5438183912003585,2,2,-0.0812750255982234,1.0694836665513745,1,-1.2173807825709422,0,0,medium,easy,73.0,Medium
-0.20718780859021937,2,5,1.6169774075655254,-0.5391422642278776,0,-0.524558695893243,2,4,medium,moderate,65.0,High
0.6683152913050695,2,6,-1.2033346689385573,-1.1525032306401104,1,-1.3328511303505588,1,0,low,moderate,31.4,Low
-0.20718780859021937,0,1,-0.5058381338891605,-0.3655495378847928,1,0.1682633907844566,0,1,low,moderate,48.5,Medium
-0.6449393585378639,2,0,0.8111739571357873,-0.3076852957704312,1,1.0342909991315816,0,0,high,moderate,78.6,High
1.106066841252714,2,5,0.24797799715801366,0.7512303349223857,1,0.2259985646742652,0,2,high,moderate,90.9,Medium
1.5438183912003585,2,6,-0.2329047071307008,0.647074699116535,0,1.380702042470431,2,1,low,moderate,39.6,Medium
-0.6449393585378639,2,0,0.6942024885250192,-0.6606571726680369,1,-1.6215269997996002,1,0,low,easy,66.5,High
1.106066841252714,0,4,0.8068416805205738,1.4918926339862137,1,-0.524558695893243,0,1,low,hard,83.1,High
-0.6449393585378639,1,2,0.2653071036188683,-0.7821720811081964,1,-0.4090883481136263,0,3,low,moderate,40.2,Medium
0.6683152913050695,1,3,-0.6314741557303563,1.7002039055979161,1,-0.6400290436728592,0,0,low,easy,57.6,Low
1.106066841252714,2,6,0.40827223192091855,-1.6212035917664394,1,-0.29361800033400964,0,3,medium,moderate,51.5,Medium
-0.20718780859021937,1,3,0.1526679116233136,0.6007833054250459,0,0.2259985646742652,1,4,high,easy,92.2,Medium
0.6683152913050695,1,4,1.0277877878964696,0.41561773065908864,1,-1.0441752609015174,2,2,high,moderate,72.7,High
-0.6449393585378639,2,4,0.5295759771469007,0.2941028222189288,1,-1.0441752609015174,2,2,medium,moderate,69.9,Medium
-1.5204424584331528,0,4,-0.016290876370018584,0.9653280307455238,1,-1.2173807825709422,1,1,low,moderate,62.6,Medium
-1.5204424584331528,2,4,-1.671220543381631,0.3172485190646738,1,-0.6977642175626678,0,4,low,easy,27.7,Low
-0.20718780859021937,1,6,-1.1556796261712072,0.3808991853904712,1,0.5146744341233067,0,4,low,hard,55.9,Low
1.5438183912003585,0,2,-0.5708222831173652,1.3067270592202567,1,0.05279304300483992,0,2,high,moderate,57.2,Low
-1.0826909084855083,0,6,0.3476203593079273,-1.0888525643143125,1,-0.7554993914524759,1,2,high,easy,69.9,Medium
-0.20718780859021937,0,6,1.010458681435615,0.1089372474529724,1,1.6116427380296645,0,2,medium,hard,84.6,High
0.6683152913050695,0,6,1.5909837478742432,0.7338710622880774,1,0.45693926023349807,0,0,low,moderate,100.0,High
-1.0826909084855083,1,0,0.3432880826927137,-0.6664435968794732,1,-0.8132345653422846,1,2,low,moderate,61.6,Medium
0.6683152913050695,2,4,0.7895125740597192,-0.9731240800855895,1,-1.5637918259097923,0,0,high,moderate,59.6,High
-0.6449393585378639,1,0,0.4169367851513457,-1.2913774117145782,1,-0.9287049131219007,2,2,low,hard,37.9,Medium
1.106066841252714,0,5,-0.24590153697634184,-0.8226770505882497,1,-0.06267730477477626,2,2,medium,moderate,40.8,Medium
0.2305637413574251,2,0,0.37794629561442294,0.5776376085793009,1,-1.0441752609015174,2,3,high,hard,73.6,Medium
0.2305637413574251,0,0,-0.34554389912625566,0.3982584580247803,1,-0.6400290436728592,2,1,high,hard,52.1,Medium
